1	303
31.5	293.5
63.5	285.5
101.5	276.5
147.5	269.5
184.5	265.5
220.5	264.5
260.5	265.5
305.5	268.5
348.5	270.5
393.5	276.5
431.5	283.5
466.5	292.5
497.5	303.5
527.5	314.5
552.5	323.5
580.5	332.5
604.5	339.5
632.5	341.5
667.5	338.5
698.5	329.5
740.5	316.5
782.5	304.5
827.5	293.5
877.5	286.5
923.5	282.5
973.5	281.5
1029.5	284.5
1098.5	289.5
1158.5	297.5
1215.5	311.5
1273.5	330.5
